harbor_name,geometry
Hejlsminde Lystbådehavn,0103000020E610000001000000060000006F1283C0CA3123407C7F83F6EAAD4B406F1283C0CA312340902DCBD765AE4B40865AD3BCE3342340902DCBD765AE4B40865AD3BCE33423407C7F83F6EAAD4B40A4DE5339ED3123407C7F83F6EAAD4B406F1283C0CA3123407C7F83F6EAAD4B40
Assens,0103000020E6100000010000000600000088BA0F406AC32340124E0B5EF4A14B4088BA0F406AC3234009C4EBFA05A34B409B559FABADC8234009C4EBFA05A34B409B559FABADC82340124E0B5EF4A14B404CDF6B088EC32340124E0B5EF4A14B4088BA0F406AC32340124E0B5EF4A14B40
Agernæs Havn,0103000020E61000000100000006000000D89AADBCE4F72340A2B8E34D7E994B40D89AADBCE4F72340927A4FE5B4994B407A1D71C806FA2340927A4FE5B4994B407A1D71C806FA2340A2B8E34D7E994B40D26EF4311FF82340A2B8E34D7E994B40D89AADBCE4F72340A2B8E34D7E994B40
Bågø Havn og Lystbådehavn,0103000020E61000000100000006000000B4C876BE9F9A23407520EBA9D5A54B40B4C876BE9F9A2340A62897C62FA64B40E9263108AC9C2340A62897C62FA64B40E9263108AC9C23407520EBA9D5A54B4003EFE4D3639B23407520EBA9D5A54B40B4C876BE9F9A23407520EBA9D5A54B40
Årø Havn,0103000020E61000000100000006000000880D164ED2742340F0A7C64B37A14B40880D164ED2742340A2B8E34D7EA14B402A90D959F4762340A2B8E34D7EA14B402A90D959F4762340F0A7C64B37A14B404F594DD713752340F0A7C64B37A14B40880D164ED2742340F0A7C64B37A14B40
Årøsund Havn,0103000020E6100000010000000600000027A089B0E169234076FEEDB25FA14B4027A089B0E1692340F6798CF2CCA14B40211FF46C566D2340F6798CF2CCA14B40211FF46C566D234076FEEDB25FA14B40A7583508736B234076FEEDB25FA14B4027A089B0E169234076FEEDB25FA14B40
Dyvig Bro,0103000020E61000000100000006000000D89AADBCE4672340E25CC30C8D854B40D89AADBCE4672340BDE3141DC9854B40D200DE02096A2340BDE3141DC9854B40D200DE02096A2340E25CC30C8D854B40062D246074692340E25CC30C8D854B40D89AADBCE4672340E25CC30C8D854B40
Dyvig Bådelaug Lystbådehavn,0103000020E610000001000000060000002EA9DA6E826723406891ED7C3F854B402EA9DA6E826723402FDD240681854B40F19E03CB116A23402FDD240681854B40F19E03CB116A23406891ED7C3F854B400EF8FC30426823406891ED7C3F854B402EA9DA6E826723406891ED7C3F854B40
Hardeshøj Færgebro,0103000020E610000001000000060000001904560E2D6223409B374E0AF3804B401904560E2D622340446ADAC534814B4017D9CEF753632340446ADAC534814B4017D9CEF7536323409B374E0AF3804B40F9D9C875536223409B374E0AF3804B401904560E2D6223409B374E0AF3804B40
Ballebro Jollehavn,0103000020E61000000100000006000000F1B913ECBF5623406ADAC534D37F4B40F1B913ECBF562340D6389B8E00804B400EBE30992A582340D6389B8E00804B400EBE30992A5823406ADAC534D37F4B40F2EA1C03B25723406ADAC534D37F4B40F1B913ECBF5623406ADAC534D37F4B40
Gråsten Sejlklubs Havn,0103000020E6100000010000000600000053AF5B04C6322340D5EB1681B1744B4053AF5B04C63223409B374E0AF3744B4014AE47E17A3423409B374E0AF3744B4014AE47E17A342340D5EB1681B1744B407FBE2D58AA332340D5EB1681B1744B4053AF5B04C6322340D5EB1681B1744B40
Egernsund,0103000020E6100000010000000600000051C1E10511312340AC8F87BEBB734B4051C1E10511312340068195438B744B400F61FC34EE352340068195438B744B400F61FC34EE352340AC8F87BEBB734B4059198D7C5E312340AC8F87BEBB734B4051C1E10511312340AC8F87BEBB734B40
Gråsten Havn og Lystbådehavn,0103000020E61000000100000006000000FDDD3B6A4C3023407FDDE9CE13754B40FDDD3B6A4C302340E7FBA9F1D2754B4083C0CAA145362340E7FBA9F1D2754B4083C0CAA1453623407FDDE9CE13754B40C93D5DDDB13023407FDDE9CE13754B40FDDD3B6A4C3023407FDDE9CE13754B40
Mariager Lystbådehavn,0103000020E61000000100000006000000B4C876BE9F3A2340BCE7C07284724B40B4C876BE9F3A23403333333333734B4078B5DC99093E23403333333333734B4078B5DC99093E2340BCE7C07284724B406E52D158FB3B2340BCE7C07284724B40B4C876BE9F3A2340BCE7C07284724B40
Rendbjerg Jollehavn,0103000020E61000000100000006000000E083D72E6D402340E76ED74B53724B40E083D72E6D402340AEBA0ED594724B407009C03FA5422340AEBA0ED594724B407009C03FA5422340E76ED74B53724B40FED478E926412340E76ED74B53724B40E083D72E6D402340E76ED74B53724B40
Sønderborg,0103000020E6100000010000000600000066666666668623405665DF15C1734B40666666666686234035B56CAD2F764B40DEC83CF20793234035B56CAD2F764B40DEC83CF2079323405665DF15C1734B40AEF02E17F18D23405665DF15C1734B4066666666668623405665DF15C1734B40
Sønderborg Lystbådehavn,0103000020E610000001000000060000008C852172FA9223402DB29DEFA7724B408C852172FA922340ED116A8654734B409911DE1E84982340ED116A8654734B409911DE1E849823402DB29DEFA7724B40B5E1B034F09323402DB29DEFA7724B408C852172FA9223402DB29DEFA7724B40
Augustenborg,0103000020E6100000010000000600000021E4BCFF8FBB2340BF2CEDD45C784B4021E4BCFF8FBB23402F6AF7AB00794B40E7C75F5AD4BF23402F6AF7AB00794B40E7C75F5AD4BF2340BF2CEDD45C784B40A3EA573A1FBE2340BF2CEDD45C784B4021E4BCFF8FBB2340BF2CEDD45C784B40
Fynshav Bådehavn,0103000020E610000001000000060000007E737FF5B8F72340FC1C1F2DCE7E4B407E737FF5B8F7234097E13FDD407F4B407B14AE47E1FA234097E13FDD407F4B407B14AE47E1FA2340FC1C1F2DCE7E4B409D12109370F92340FC1C1F2DCE7E4B407E737FF5B8F72340FC1C1F2DCE7E4B40
Høruphav Havn,0103000020E61000000100000006000000F94A202576C52340A4703D0AD7734B40F94A202576C523405470784144744B409CC420B072C823405470784144744B409CC420B072C82340A4703D0AD7734B40917EFB3A70C62340A4703D0AD7734B40F94A202576C52340A4703D0AD7734B40
Mommark Marina,0103000020E6100000010000000600000016A5846055152440D7A3703D0A774B4016A5846055152440164CFC51D4774B4098A25C1ABF182440164CFC51D4774B4098A25C1ABF182440D7A3703D0A774B40D95F764F1E162440D7A3703D0A774B4016A5846055152440D7A3703D0A774B40
Lyø Havn,0103000020E610000001000000060000001D5A643BDF4F24406E85B01A4B864B401D5A643BDF4F2440105839B4C8864B40A5A487A1D5512440105839B4C8864B40A5A487A1D55124406E85B01A4B864B40B2BD16F4DE5024406E85B01A4B864B401D5A643BDF4F24406E85B01A4B864B40
Bøjden Bro,0103000020E6100000010000000600000057056A317830244044183F8D7B8D4B4057056A3178302440927A4FE5B48D4B40C1FEEBDCB4312440927A4FE5B48D4B40C1FEEBDCB431244044183F8D7B8D4B40CEC5DFF60431244044183F8D7B8D4B4057056A317830244044183F8D7B8D4B40
Faldsled Havn,0103000020E61000000100000006000000D578E92631482440F47002D369934B40D578E92631482440C1CAA145B6934B40EA5A7B9FAA4A2440C1CAA145B6934B40EA5A7B9FAA4A2440F47002D369934B4094A2957B81492440F47002D369934B40D578E92631482440F47002D369934B40
Ballen Lystbådehavn,0103000020E61000000100000006000000170D198F52F1244077BE9F1A2F854B40170D198F52F1244029CFBC1C76854B40BFD364C6DBF2244029CFBC1C76854B40BFD364C6DBF2244077BE9F1A2F854B401BD9959691F2244077BE9F1A2F854B40170D198F52F1244077BE9F1A2F854B40
Fjaellebroen,0103000020E61000000100000006000000E083D72E6DC0244089B48D3F51874B40E083D72E6DC02440B9AB5791D1874B40A5677A89B1C42440B9AB5791D1874B40A5677A89B1C4244089B48D3F51874B4053910A630BC1244089B48D3F51874B40E083D72E6DC0244089B48D3F51874B40
Fåborg,0103000020E61000000100000006000000EA5A7B9FAA6A2440F8E0B54B1B884B40EA5A7B9FAA6A24408D0A9C6C038D4B4051C1E105119124408D0A9C6C038D4B4051C1E10511912440F8E0B54B1B884B40E71890BDDE6D2440F8E0B54B1B884B40EA5A7B9FAA6A2440F8E0B54B1B884B40
Avernakø Bådehavn,0103000020E6100000010000000600000053EC681CEA7F2440BE9F1A2FDD844B4053EC681CEA7F24405456D3F544854B40DC2DC901BB8224405456D3F544854B40DC2DC901BB822440BE9F1A2FDD844B408C67D0D03F812440BE9F1A2FDD844B4053EC681CEA7F2440BE9F1A2FDD844B40
Søby Havn,0103000020E610000001000000060000001C261AA4E0812440AAF1D24D62784B401C261AA4E0812440234E27D9EA784B40147AFD497C862440234E27D9EA784B40147AFD497C862440AAF1D24D62784B4076FBAC3253822440AAF1D24D62784B401C261AA4E0812440AAF1D24D62784B40
Ærøskøbing,0103000020E610000001000000060000006F46CD57C9CF2440213D450E11714B406F46CD57C9CF24405470784144744B405C8FC2F528DC24405470784144744B405C8FC2F528DC2440213D450E11714B401A6A1492CCD22440213D450E11714B406F46CD57C9CF2440213D450E11714B40
Birkholm Havn,0103000020E61000000100000006000000C976BE9F1AFF2440C90391459A764B40C976BE9F1AFF24408333F8FBC5764B40E3A59BC4200025408333F8FBC5764B40E3A59BC420002540C90391459A764B406D718DCF64FF2440C90391459A764B40C976BE9F1AFF2440C90391459A764B40
Hjortø Havn,0103000020E6100000010000000600000078616BB6F2FA2440CFF753E3A57B4B4078616BB6F2FA2440C05B2041F17B4B40787AA52C43FC2440C05B2041F17B4B40787AA52C43FC2440CFF753E3A57B4B4047AE9B525EFB2440CFF753E3A57B4B4078616BB6F2FA2440CFF753E3A57B4B40
Drejø Havn,0103000020E61000000100000006000000917EFB3A70DE2440E54350357A7B4B40917EFB3A70DE24406C7C26FBE77B4B40C74B378941E024406C7C26FBE77B4B40C74B378941E02440E54350357A7B4B405281936DE0DE2440E54350357A7B4B40917EFB3A70DE2440E54350357A7B4B40
Drejø Gl. Havn,0103000020E61000000100000006000000F71F990E9DD624400C8FFD2C967C4B40F71F990E9DD62440AA6400A8E27C4B40D89AADBCE4D72440AA6400A8E27C4B40D89AADBCE4D724400C8FFD2C967C4B40C097C28366D724400C8FFD2C967C4B40F71F990E9DD624400C8FFD2C967C4B40
Skarø Havn,0103000020E6100000010000000600000051C1E10511F124401310937021814B4051C1E10511F12440A8C64B3789814B40F9872D3D9AF22440A8C64B3789814B40F9872D3D9AF224401310937021814B40ADF71BEDB8F124401310937021814B4051C1E10511F124401310937021814B40
Vesterrøn,0103000020E610000001000000060000006F46CD57C90F254064AE0CAA0D844B406F46CD57C90F25402BFA43334F844B40170D198F521125402BFA43334F844B40170D198F5211254064AE0CAA0D844B401EA33CF37210254064AE0CAA0D844B406F46CD57C90F254064AE0CAA0D844B40
Rantzausminde Lystbådehavn,0103000020E61000000100000006000000A79201A08A1325405C8FC2F528844B40A79201A08A132540F853E3A59B844B402A90D959F4162540F853E3A59B844B402A90D959F41625405C8FC2F528844B404C4F58E2011525405C8FC2F528844B40A79201A08A1325405C8FC2F528844B40
Strynø,0103000020E6100000010000000600000054E3A59BC4402540D7169E978A734B4054E3A59BC4402540B29DEFA7C6734B40508D976E12432540B29DEFA7C6734B40508D976E12432540D7169E978A734B40F3CAF5B699422540D7169E978A734B4054E3A59BC4402540D7169E978A734B40
Rudkøbing Løb,0103000020E6100000010000000600000048E17A14AE4725403333333333734B4048E17A14AE472540A62897C62F7E4B407B14AE47E17A2540A62897C62F7E4B407B14AE47E17A25403333333333734B40BBD05CA7915625403333333333734B4048E17A14AE4725403333333333734B40
Spodsbjerg Havn,0103000020E6100000010000000500000062105839B4A825402579AEEFC3774B40E6046D72F8AC25402579AEEFC3774B40E6046D72F8AC2540A60EF27A30774B40240ED940BAA82540A60EF27A30774B4062105839B4A825402579AEEFC3774B40
Dageloekke,0103000020E61000000100000005000000B727486C77B72540C74B378941884B40D4449F8F32BA2540C74B378941884B40D4449F8F32BA2540B29DEFA7C6874B40F833BC5983B72540B29DEFA7C6874B40B727486C77B72540C74B378941884B40
Svendborg Sund,0103000020E610000001000000060000007A1D71C8061A2540295C8FC2F5804B407A1D71C8061A2540B0FF3A376D884B40286552431B682540B0FF3A376D884B40286552431B682540295C8FC2F5804B408429CAA5F11B2540295C8FC2F5804B407A1D71C8061A2540295C8FC2F5804B40
Lundeborg Havn,0103000020E6100000010000000600000051C1E10511912540A8C64B3789914B4051C1E105119125402123A0C211924B408716D9CEF79325402123A0C211924B408716D9CEF7932540A8C64B3789914B40EFE192E34E912540A8C64B3789914B4051C1E10511912540A8C64B3789914B40
Lohals Havn,0103000020E6100000010000000600000026FDBD141ECC25403E97A949F0904B4026FDBD141ECC2540B6F3FDD478914B405517F032C3CE2540B6F3FDD478914B405517F032C3CE25403E97A949F0904B4064E76D6C76CC25403E97A949F0904B4026FDBD141ECC25403E97A949F0904B40
Vestbroen,0103000020E61000000100000006000000323CF6B358B2254083C0CAA145A64B40323CF6B358B225407731CD74AFA94B40295C8FC2F5E825407731CD74AFA94B40295C8FC2F5E8254083C0CAA145A64B407592AD2EA7B4254083C0CAA145A64B40323CF6B358B2254083C0CAA145A64B40
Nyborg Avernakke Terminalen and Lindholm Terminalen,0103000020E61000000100000006000000CDCCCCCCCC8C2540465F419AB1A44B40CDCCCCCCCC8C2540CF4E0647C9A74B40C3F5285C8FA22540CF4E0647C9A74B40C3F5285C8FA22540465F419AB1A44B401B81785DBF902540465F419AB1A44B40CDCCCCCCCC8C2540465F419AB1A44B40
Klintebjerg Havn,0103000020E610000001000000060000002DB29DEFA7E6244070B0373124BD4B402DB29DEFA7E624404C37894160BD4B40D66F26A60BE924404C37894160BD4B40D66F26A60BE9244070B0373124BD4B404B8FA67A32E7244070B0373124BD4B402DB29DEFA7E6244070B0373124BD4B40
Odense Harbour and Canal,0103000020E61000000100000006000000EB1D6E8786BD2440AA7EA5F3E1B34B40EB1D6E8786BD24404754A86E2EBC4B4017D9CEF753E324404754A86E2EBC4B4017D9CEF753E32440AA7EA5F3E1B34B40FA804067D2BE2440AA7EA5F3E1B34B40EB1D6E8786BD2440AA7EA5F3E1B34B40
Odense Havn-Lindø,0103000020E61000000100000006000000685DA3E5400725409E7C7A6CCBBA4B40685DA3E54007254043FE99417CBE4B40E17A14AE4721254043FE99417CBE4B40E17A14AE472125409E7C7A6CCBBA4B40481630815B0725409E7C7A6CCBBA4B40685DA3E5400725409E7C7A6CCBBA4B40
Kerteminde Havn,0103000020E61000000100000006000000A913D044D85025407E6E68CA4EB94B40A913D044D85025409FABADD85FBA4B4046B6F3FDD45825409FABADD85FBA4B4046B6F3FDD45825407E6E68CA4EB94B40A6D425E3185125407E6E68CA4EB94B40A913D044D85025407E6E68CA4EB94B40
Bregnoer,0103000020E6100000010000000600000034677DCA31312540E7FBA9F1D2BD4B4034677DCA313125407BA180ED60BE4B40FDA02E52283325407BA180ED60BE4B40FDA02E5228332540E7FBA9F1D2BD4B40B22D03CE52322540E7FBA9F1D2BD4B4034677DCA31312540E7FBA9F1D2BD4B40
Endelave Havn,0103000020E610000001000000060000007D3F355EBA892440E17A14AE47E14B407D3F355EBA892440834D9D47C5E14B40068195438B8C2440834D9D47C5E14B40068195438B8C2440E17A14AE47E14B4052499D80268A2440E17A14AE47E14B407D3F355EBA892440E17A14AE47E14B40
Otterup Lystbådehavn,0103000020E610000001000000060000001D5A643BDFEF24402506819543C34B401D5A643BDFEF2440BABC395CABC34B40861F9C4F1DF32440BABC395CABC34B40861F9C4F1DF324402506819543C34B40E63BF88903F024402506819543C34B401D5A643BDFEF24402506819543C34B40
Bogense,0103000020E61000000100000006000000C1525DC0CB242440DB8651103CC84B40C1525DC0CB242440A1DAE044F4C94B40B29DEFA7C62B2440A1DAE044F4C94B40B29DEFA7C62B2440DB8651103CC84B406954E0641B282440DB8651103CC84B40C1525DC0CB242440DB8651103CC84B40
Fredericia,0103000020E6100000010000000600000088BA0F406A732340FB3A70CE88C64B4088BA0F406A732340AB2006BAF6C74B405F5E807D748A2340AB2006BAF6C74B405F5E807D748A2340FB3A70CE88C64B400B43E4F4F5742340FB3A70CE88C64B4088BA0F406A732340FB3A70CE88C64B40
Strib Havn,0103000020E610000001000000060000006CB3B112F3842340C6BE64E3C1C44B406CB3B112F38423405A643BDF4FC54B409ACDE330988723405A643BDF4FC54B409ACDE33098872340C6BE64E3C1C44B40506D7022FA852340C6BE64E3C1C44B406CB3B112F3842340C6BE64E3C1C44B40
Lyngsodde Ammoniakhavn,0103000020E61000000100000006000000273108AC1C7A23409E7C7A6CCBC24B40273108AC1C7A23402506819543C34B403C139A24967C23402506819543C34B403C139A24967C23409E7C7A6CCBC24B40FC19DEACC17B23409E7C7A6CCBC24B40273108AC1C7A23409E7C7A6CCBC24B40
Kongebro Havn,0103000020E6100000010000000600000079AEEFC3416A234029CFBC1C76C14B4079AEEFC3416A234029B16B7BBBC14B407BBE66B96C6C234029B16B7BBBC14B407BBE66B96C6C234029CFBC1C76C14B40F0DDE68D936A234029CFBC1C76C14B4079AEEFC3416A234029CFBC1C76C14B40
Middelfart Havne,0103000020E61000000100000006000000D505BCCCB07123406F9BA9108FC04B40D505BCCCB0712340A835CD3B4EC14B403E92921E867E2340A835CD3B4EC14B403E92921E867E23406F9BA9108FC04B4004594FADBE7223406F9BA9108FC04B40D505BCCCB07123406F9BA9108FC04B40
Middelfart Marina,0103000020E610000001000000060000005130630AD670234018265305A3BE4B405130630AD67023407B87DBA161BF4B40A1A2EA573A7723407B87DBA161BF4B40A1A2EA573A77234018265305A3BE4B40D158FB3BDB73234018265305A3BE4B405130630AD670234018265305A3BE4B40
Skaerbaek Havn,0103000020E61000000100000006000000C4EC65DB69432340A2B8E34D7EC14B400000000000402340A2B8E34D7EC14B400000000000402340834D9D47C5C14B40C4EC65DB69432340834D9D47C5C14B40C4EC65DB694323400516C09481C14B40C4EC65DB69432340A2B8E34D7EC14B40
Skærbækværket,0103000020E61000000100000006000000B6300BED9C36234062105839B4C04B40B6300BED9C362340A6B5696CAFC14B400000000000402340A6B5696CAFC14B40000000000040234062105839B4C04B401E166A4DF336234062105839B4C04B40B6300BED9C36234062105839B4C04B40
Rosenvold Havn,0103000020E610000001000000060000005930F147519F23406E85B01A4BD64B405930F147519F234035D1E7A38CD64B406F1283C0CAA1234035D1E7A38CD64B406F1283C0CAA123406E85B01A4BD64B40971FB8CA13A023406E85B01A4BD64B405930F147519F23406E85B01A4BD64B40
Brejning Lystbådehavn,0103000020E610000001000000060000008D976E12836023400AD7A3703DD64B408D976E1283602340AEBA0ED594D64B403333333333632340AEBA0ED594D64B4033333333336323400AD7A3703DD64B407BBC900E0F6123400AD7A3703DD64B408D976E12836023400AD7A3703DD64B40
Vejle,0103000020E61000000100000006000000BA9F53909F1523406094A0BFD0D94B40BA9F53909F1523406D382C0DFCDA4B40A913D044D82023406D382C0DFCDA4B40A913D044D82023406094A0BFD0D94B406B6281AFE81623406094A0BFD0D94B40BA9F53909F1523406094A0BFD0D94B40
Juelsminde-Sandbjerg,0103000020E61000000100000006000000DBE044F46B03244059130B7C45DB4B40DBE044F46B032440EB73B515FBDB4B4098DD9387850A2440EB73B515FBDB4B4098DD9387850A244059130B7C45DB4B4056BB26A43506244059130B7C45DB4B40DBE044F46B03244059130B7C45DB4B40
Hjarnø Havn,0103000020E610000001000000060000000000000000202440E9995E622CE94B400000000000202440C520B07268E94B406F1283C0CA212440C520B07268E94B406F1283C0CA212440E9995E622CE94B40441669E21D202440E9995E622CE94B400000000000202440E9995E622CE94B40
Snaptun,0103000020E61000000100000006000000D34D6210581924401B2FDD2406E94B40D34D621058192440B6F3FDD478E94B40AF7B2B12131C2440B6F3FDD478E94B40AF7B2B12131C24401B2FDD2406E94B408CF84ECC7A1924401B2FDD2406E94B40D34D6210581924401B2FDD2406E94B40
Horsens,0103000020E61000000100000006000000AFEAAC16D8B3234098A432C51CEC4B40AFEAAC16D8B32340C45DBD8A8CEE4B405B423EE8D9C42340C45DBD8A8CEE4B405B423EE8D9C4234098A432C51CEC4B406022DE3AFFB6234098A432C51CEC4B40AFEAAC16D8B3234098A432C51CEC4B40
Norsminde Lystbådehavn,0103000020E610000001000000060000009E23F25D4A852440986E1283C0024C409E23F25D4A85244010CB660E49034C40448B6CE7FB89244010CB660E49034C40448B6CE7FB892440986E1283C0024C4026C45C52B5852440986E1283C0024C409E23F25D4A852440986E1283C0024C40
Mårup Havn,0103000020E610000001000000060000000AA359D93E1C25407976F9D687F74B40263ACB2C421925407976F9D687F74B40263ACB2C42192540CF6A813D26F84B400AA359D93E1C2540CF6A813D26F84B400AA359D93E1C25408C31B08EE3F74B400AA359D93E1C25407976F9D687F74B40
Tunø Havn,0103000020E6100000010000000600000004A9143B1AE72440E3E2A8DC44F94B4004A9143B1AE7244058AA0B7899F94B40D122DBF97EEA244058AA0B7899F94B40D122DBF97EEA2440E3E2A8DC44F94B4048C49448A2E72440E3E2A8DC44F94B4004A9143B1AE72440E3E2A8DC44F94B40
Hov Havn,0103000020E61000000100000006000000A7CF0EB8AE8024404643C6A354F44B40A7CF0EB8AE802440C5AD8218E8F44B4061191BBAD9872440C5AD8218E8F44B4061191BBAD98724404643C6A354F44B40D0D4EB16818124404643C6A354F44B40A7CF0EB8AE8024404643C6A354F44B40
Kolby Kås Havn,0103000020E61000000100000006000000AD50A4FB390D25401283C0CAA1E54B40AD50A4FB390D254091ED7C3F35E64B40CA6DFB1EF50F254091ED7C3F35E64B40CA6DFB1EF50F25401283C0CAA1E54B40A1BE654E970D25401283C0CAA1E54B40AD50A4FB390D25401283C0CAA1E54B40
Langør,0103000020E61000000100000006000000F0DB10E3354725401CCD91955FF44B40F0DB10E335472540DBF97E6ABCF44B4025068195434B2540DBF97E6ABCF44B4025068195434B25401CCD91955FF44B404F3E3DB6654825401CCD91955FF44B40F0DB10E3354725401CCD91955FF44B40
Ballen Havn,0103000020E610000001000000050000004D2EC6C03A46254062105839B4E84B4009E066F16249254062105839B4E84B4009E066F162492540CD599F724CE84B408E3A3AAE46462540CD599F724CE84B404D2EC6C03A46254062105839B4E84B40
Sejerø Havn,0103000020E6100000010000000600000018D00B772E44264023DBF97E6AF04B4018D00B772E4426401C40BFEFDFF04B402EA9DA6E824726401C40BFEFDFF04B402EA9DA6E8247264023DBF97E6AF04B40D5415E0F2645264023DBF97E6AF04B4018D00B772E44264023DBF97E6AF04B40
Nekselø Havn,0103000020E610000001000000060000009CF86A477196264096438B6CE7E34B409CF86A47719626405C8FC2F528E44B40D34D6210589926405C8FC2F528E44B40D34D62105899264096438B6CE7E34B40CC2901310997264096438B6CE7E34B409CF86A477196264096438B6CE7E34B40
Odden Færgehavn,0103000020E61000000100000006000000F6285C8FC2952640AC8F87BEBBFB4B40F6285C8FC29526407DCC07043AFD4B401D8EAED2DD9D26407DCC07043AFD4B401D8EAED2DD9D2640AC8F87BEBBFB4B40D1CABDC0AC982640AC8F87BEBBFB4B40F6285C8FC2952640AC8F87BEBBFB4B40
Odden,0103000020E61000000100000006000000B6BFB33D7ABB26405470784144FC4B40B6BFB33D7ABB2640E318C91EA1FC4B40E7C75F5AD4BF2640E318C91EA1FC4B40E7C75F5AD4BF26405470784144FC4B404CA7751BD4BE26405470784144FC4B40B6BFB33D7ABB26405470784144FC4B40
Rørvig Havn,0103000020E610000001000000050000009ACDE3309887274061E124CD1FF94B40240F4416698A274061E124CD1FF94B40240F4416698A2740713D0AD7A3F84B4042075DC2A1872740713D0AD7A3F84B409ACDE3309887274061E124CD1FF94B40
Hundested,0103000020E610000001000000060000004582A966D6AA27401904560E2DFA4B404582A966D6AA2740A4703D0AD7FB4B40F9872D3D9AB22740A4703D0AD7FB4B40F9872D3D9AB227401904560E2DFA4B408481E7DEC3AD27401904560E2DFA4B404582A966D6AA27401904560E2DFA4B40
Lynaes,0103000020E610000001000000060000002997C62FBCBA27405C8FC2F528F84B402997C62FBCBA274006F4C29D0BF94B40E5D022DBF9BE274006F4C29D0BF94B40E5D022DBF9BE27405C8FC2F528F84B405C38109205BC27405C8FC2F528F84B402997C62FBCBA27405C8FC2F528F84B40
Kulhuse Havn,0103000020E610000001000000060000008ECBB8A981CE27405C1C959BA8F74B408ECBB8A981CE27409F03CB1132F84B401904560E2DD227409F03CB1132F84B401904560E2DD227405C1C959BA8F74B40F2D24D6210D027405C1C959BA8F74B408ECBB8A981CE27405C1C959BA8F74B40
Frederiksværk Stålvalseværk and Marina,0103000020E61000000100000006000000CDCCCCCCCCFC2740A054FB743CFA4B40CDCCCCCCCCFC2740AB09A2EE03FC4B40B5A679C7290A2840AB09A2EE03FC4B40B5A679C7290A2840A054FB743CFA4B4096236420CFFE2740A054FB743CFA4B40CDCCCCCCCCFC2740A054FB743CFA4B40
Frederikssund Lystbådehavn,0103000020E6100000010000000600000096438B6CE71B2840D95BCAF962E94B4096438B6CE71B28401904560E2DEA4B40A14CA3C9C52028401904560E2DEA4B40A14CA3C9C5202840D95BCAF962E94B402A1BD654161D2840D95BCAF962E94B4096438B6CE71B2840D95BCAF962E94B40
Frederikssund Havn,0103000020E610000001000000060000008061F9F36D192840CB14731074EA4B408061F9F36D19284008AC1C5A64EB4B40574277499C1D284008AC1C5A64EB4B40574277499C1D2840CB14731074EA4B40F67D3848881A2840CB14731074EA4B408061F9F36D192840CB14731074EA4B40
Skuldelev,0103000020E6100000010000000500000075C7629B541C2840DFDC5F3DEEE54B40AB251DE5601E2840DFDC5F3DEEE54B40AB251DE5601E2840F6285C8FC2E54B40EA5BE674591C2840F6285C8FC2E54B4075C7629B541C2840DFDC5F3DEEE54B40
Kyndbyværkets Havn,0103000020E61000000100000006000000054D4BAC8CBE274096D05D1267E74B40054D4BAC8CBE2740B81E85EB51E84B40F65CA626C1C32740B81E85EB51E84B40F65CA626C1C3274096D05D1267E74B40ACA92C0ABBC0274096D05D1267E74B40054D4BAC8CBE274096D05D1267E74B40
Nykøbing Sjælland Lystbådehavn,0103000020E6100000010000000600000016A5846055552740FE614B8FA6F44B4016A58460555527403D0AD7A370F54B407C0BEBC6BB5B27403D0AD7A370F54B407C0BEBC6BB5B2740FE614B8FA6F44B40035B25581C562740FE614B8FA6F44B4016A5846055552740FE614B8FA6F44B40
Orø Havn,0103000020E610000001000000050000005FEE93A3009927403E97A949F0E04B40B6BFB33D7A9B27403E97A949F0E04B40B6BFB33D7A9B2740795C548B88E04B4029965B5A0D992740795C548B88E04B405FEE93A3009927403E97A949F0E04B40
Holbæk Marina,0103000020E6100000010000000500000069C537143E832740931804560EDD4B400E2DB29DEF872740931804560EDD4B400E2DB29DEF8727405470784144DC4B407DE9EDCF458327405470784144DC4B4069C537143E832740931804560EDD4B40
Holbæk Havn,0103000020E61000000100000006000000295C8FC2F56827404772F90FE9DB4B40295C8FC2F5682740D5EB1681B1DC4B40A1BDFA78E8732740D5EB1681B1DC4B40A1BDFA78E87327404772F90FE9DB4B405B7A34D5936927404772F90FE9DB4B40295C8FC2F56827404772F90FE9DB4B40
Hørby Lystbådehavn,0103000020E610000001000000060000005EBA490C026B2740C493DDCCE8DD4B407C48F8DEDF682740C493DDCCE8DD4B407C48F8DEDF68274091ED7C3F35DE4B405EBA490C026B274091ED7C3F35DE4B405EBA490C026B2740015130630ADE4B405EBA490C026B2740C493DDCCE8DD4B40
Gershøj Havn,0103000020E6100000010000000500000024EF1CCA50F5274028B7ED7BD4DB4B40804754A86EF6274028B7ED7BD4DB4B40804754A86EF62740BA9F53909FDB4B40A12DE7525CF52740BA9F53909FDB4B4024EF1CCA50F5274028B7ED7BD4DB4B40
Nordhammer Havn,0103000020E610000001000000060000001AFB928D07B32740143FC6DCB5E04B401AFB928D07B32740055262D7F6E04B4032772D211FB42740055262D7F6E04B4032772D211FB42740143FC6DCB5E04B40C0E78711C2B32740143FC6DCB5E04B401AFB928D07B32740143FC6DCB5E04B40
