harbor_name,geometry
Østby Havn,0103000020E610000001000000060000003F0114234B1E2840153B1A87FADF4B403F0114234B1E2840A2D288997DE04B40E17A14AE47212840A2D288997DE04B40E17A14AE47212840153B1A87FADF4B40032670EB6E1E2840153B1A87FADF4B403F0114234B1E2840153B1A87FADF4B40
Jyllinge Lystbådehavn,0103000020E610000001000000060000006F46CD57C92F2840D7A3703D0ADF4B406F46CD57C92F284041D3122BA3DF4B4053AF5B04C632284041D3122BA3DF4B4053AF5B04C6322840D7A3703D0ADF4B4005A568E55E302840D7A3703D0ADF4B406F46CD57C92F2840D7A3703D0ADF4B40
Jyllinge Nordhavn,0103000020E61000000100000006000000768A5583302F2840BE1248895DE14B40768A5583302F2840A8C64B3789E14B408A75AA7CCF302840A8C64B3789E14B408A75AA7CCF302840BE1248895DE14B40643BDF4F8D2F2840BE1248895DE14B40768A5583302F2840BE1248895DE14B40
Roskilde Havn,0103000020E61000000100000006000000BDA8DDAF022428407B14AE47E1D24B40BDA8DDAF02242840B29DEFA7C6D34B405DC30C8D272A2840B29DEFA7C6D34B405DC30C8D272A28407B14AE47E1D24B4048197101682428407B14AE47E1D24B40BDA8DDAF022428407B14AE47E1D24B40
Veddelev Lystbadehavn,0103000020E61000000100000006000000E17A14AE4721284043FE99417CD64B40E17A14AE47212840BA490C022BD74B409E23F25D4A252840BA490C022BD74B409E23F25D4A25284043FE99417CD64B40088ECBB8A921284043FE99417CD64B40E17A14AE4721284043FE99417CD64B40
Herslev Havn,0103000020E6100000010000000600000062105839B4F82740A08D5C37A5D64B4062105839B4F82740F4FDD478E9D64B407B14AE47E1FA2740F4FDD478E9D64B407B14AE47E1FA2740A08D5C37A5D64B40289B728577F92740A08D5C37A5D64B4062105839B4F82740A08D5C37A5D64B40
Mosede Fiskerihavn,0103000020E610000001000000060000005649641F64912840802A6EDC62C84B405649641F6491284086C954C1A8C84B40FC53AA44D993284086C954C1A8C84B40FC53AA44D9932840802A6EDC62C84B40E38920CEC3912840802A6EDC62C84B405649641F64912840802A6EDC62C84B40
Havnsø Havn,0103000020E610000001000000060000003333333333A326403108AC1C5AE04B403333333333A3264001A60C1CD0E04B4053B29C84D2A7264001A60C1CD0E04B4053B29C84D2A726403108AC1C5AE04B4012876C205DA426403108AC1C5AE04B403333333333A326403108AC1C5AE04B40
Røsnæs Havn,0103000020E6100000010000000600000015E2917879E22540164CFC51D4DF4B4015E2917879E22540A4E36A6457E04B40D8D7BAD408E52540A4E36A6457E04B40D8D7BAD408E52540164CFC51D4DF4B40B0C8AF1F62E32540164CFC51D4DF4B4015E2917879E22540164CFC51D4DF4B40
Kalundborg Asnæsværket and Statoil,0103000020E610000001000000060000000000000000002640D52137C30DD44B4000000000000026405C8FC2F528DC4B4000000000004026405C8FC2F528DC4B400000000000402640D52137C30DD44B406458C51B99072640D52137C30DD44B400000000000002640D52137C30DD44B40
Mullerup Havn,0103000020E610000001000000060000007E737FF5B8572640C26856B60FBF4B407E737FF5B857264096D05D1267BF4B405B9885764E5B264096D05D1267BF4B405B9885764E5B2640C26856B60FBF4B40B1355B79C9572640C26856B60FBF4B407E737FF5B8572640C26856B60FBF4B40
Reersø Fiskerihavn,0103000020E6100000010000000600000043572250FD3B2640355EBA490CC24B4043572250FD3B2640EE7C3F355EC24B407171546EA23E2640EE7C3F355EC24B407171546EA23E2640355EBA490CC24B40F5A0A014AD3C2640355EBA490CC24B4043572250FD3B2640355EBA490CC24B40
Østbroen,0103000020E610000001000000060000007A1D71C806FA2540F8E0B54B1BA84B407A1D71C806FA25403BDF4F8D97AE4B40713D0AD7A33026403BDF4F8D97AE4B40713D0AD7A3302640F8E0B54B1BA84B40FEB8FDF2C9FA2540F8E0B54B1BA84B407A1D71C806FA2540F8E0B54B1BA84B40
Bisserup Havn,0103000020E6100000010000000600000022C2BF081AFB2640CB2E185C73994B4022C2BF081AFB26407731CD74AF994B400AA359D93EFC26407731CD74AF994B400AA359D93EFC2640CB2E185C73994B4019E3C3EC65FB2640CB2E185C73994B4022C2BF081AFB2640CB2E185C73994B40
Stigsnæsværket and Gulfhavn,0103000020E61000000100000006000000BA15C26A2C792640295C8FC2F5984B40BA15C26A2C7926403B527DE7179B4B40213EB0E3BF8826403B527DE7179B4B40213EB0E3BF882640295C8FC2F5984B40D6E3BED53A792640295C8FC2F5984B40BA15C26A2C792640295C8FC2F5984B40
Agersø Havn,0103000020E6100000010000000600000017F2086EA46426407506465ED69A4B4017F2086EA4642640512FF834279B4B40A8C4758C2B662640512FF834279B4B40A8C4758C2B6626407506465ED69A4B403B6F63B3236526407506465ED69A4B4017F2086EA46426407506465ED69A4B40
Skælskør,0103000020E61000000100000006000000B81E85EB5168264035EF3845479E4B40B81E85EB51682640E3A9471ADCA04B40685DA3E540972640E3A9471ADCA04B40685DA3E54097264035EF3845479E4B400B9C6C037768264035EF3845479E4B40B81E85EB5168264035EF3845479E4B40
Korsør and Marina,0103000020E610000001000000060000005EF58079C83C26408B6CE7FBA9A94B405EF58079C83C2640C1A8A44E40AB4B40CEC3094CA74D2640C1A8A44E40AB4B40CEC3094CA74D26408B6CE7FBA9A94B40E8305F5E803D26408B6CE7FBA9A94B405EF58079C83C26408B6CE7FBA9A94B40
Omø Kirkehavn,0103000020E6100000010000000600000037894160E5502640F6285C8FC2954B4037894160E5502640B45549641F964B403333333333532640B45549641F964B403333333333532640F6285C8FC2954B407A8CF2CCCB512640F6285C8FC2954B4037894160E5502640F6285C8FC2954B40
Onsevig Havn,0103000020E61000000100000006000000F6285C8FC23526401B2FDD2406794B40F6285C8FC2352640D95BCAF962794B407A1D71C8063A2640D95BCAF962794B407A1D71C8063A26401B2FDD2406794B409F8EC70C543626401B2FDD2406794B40F6285C8FC23526401B2FDD2406794B40
Vejro,0103000020E61000000100000006000000E5D022DBF9BE2640629D2ADF33844B40E5D022DBF9BE2640E9263108AC844B40E17A14AE47C12640E9263108AC844B40E17A14AE47C12640629D2ADF33844B40D4F02DAC1BBF2640629D2ADF33844B40E5D022DBF9BE2640629D2ADF33844B40
Kragenæs Havn,0103000020E61000000100000006000000C170AE6186B6264072193735D0744B40C170AE6186B62640B0C8AF1F62754B4036E50AEF72B92640B0C8AF1F62754B4036E50AEF72B9264072193735D0744B40F1845E7F12B7264072193735D0744B40C170AE6186B6264072193735D0744B40
Vesterby,0103000020E610000001000000060000001D8EAED2DDBD26405000C5C892774B401D8EAED2DDBD26400E2DB29DEF774B40C74B378941C026400E2DB29DEF774B40C74B378941C026405000C5C892774B402C7DE882FABE26405000C5C892774B401D8EAED2DDBD26405000C5C892774B40
Dybvig Havn,0103000020E6100000010000000600000056F5F23B4DDE264062BF27D6A9784B4056F5F23B4DDE26400C022B8716794B4055302AA913E026400C022B8716794B4055302AA913E0264062BF27D6A9784B40323A2009FBDE264062BF27D6A9784B4056F5F23B4DDE264062BF27D6A9784B40
Femø Havn,0103000020E61000000100000006000000A4897780270527404643C6A3547C4B40A4897780270527400C8FFD2C967C4B4049D8B793880827400C8FFD2C967C4B4049D8B793880827404643C6A3547C4B4058FFE7305F0627404643C6A3547C4B40A4897780270527404643C6A3547C4B40
Næstved and Karrebæksminde,0103000020E61000000100000006000000740CC85EEF2E2740210725CCB4914B40740CC85EEF2E27403D0AD7A3709D4B404BB0389CF98527403D0AD7A3709D4B404BB0389CF9852740210725CCB4914B40488AC8B08A472740210725CCB4914B40740CC85EEF2E2740210725CCB4914B40
Orehoved Havn,0103000020E61000000100000006000000FA7E6ABC74B3274051BCCADAA67A4B40FA7E6ABC74B32740C139234A7B7B4B40452E3883BFB72740C139234A7B7B4B40452E3883BFB7274051BCCADAA67A4B40D55DD90583B3274051BCCADAA67A4B40FA7E6ABC74B3274051BCCADAA67A4B40
Gåbense Lystbådehavn,0103000020E610000001000000060000005184D4EDECC3274080BBECD79D784B40C84274081CC1274080BBECD79D784B40C84274081CC12740213D450E11794B405184D4EDECC32740213D450E11794B405184D4EDECC32740B6BB07E8BE784B405184D4EDECC3274080BBECD79D784B40
Sortsø Lystbådehavn,0103000020E61000000100000006000000DCF0BBE996F52740931804560E754B40DCF0BBE996F527405456D3F544754B402B8716D9CEF727405456D3F544754B402B8716D9CEF72740931804560E754B405E656D533CF62740931804560E754B40DCF0BBE996F52740931804560E754B40
Masnedø Gødningshavn,0103000020E610000001000000060000000E2DB29DEFC72740C5AD8218E87C4B400E2DB29DEFC7274045292158557D4B402506819543CB274045292158557D4B402506819543CB2740C5AD8218E87C4B409EB64604E3C82740C5AD8218E87C4B400E2DB29DEFC72740C5AD8218E87C4B40
Vordingborg Sydhavn,0103000020E6100000010000000A000000AAF1D24D62D02740CF6A813D26804B40FFCBB56801D22740CF6A813D26804B40FFCBB56801D227400839EFFFE37E4B400AA359D93EBC27400839EFFFE37E4B400AA359D93EBC2740234E27D9EA804B40FFCBB56801D22740234E27D9EA804B40FFCBB56801D22740691EC022BF804B40AAF1D24D62D02740691EC022BF804B40AAF1D24D62D02740DFA7AAD040804B40AAF1D24D62D02740CF6A813D26804B40
Vordingborg Nordhavn,0103000020E61000000100000006000000AAF1D24D62D02740CF6A813D26804B40AAF1D24D62D02740691EC022BF804B407E737FF5B8D72740691EC022BF804B407E737FF5B8D72740CF6A813D26804B400A849D62D5D02740CF6A813D26804B40AAF1D24D62D02740CF6A813D26804B40
Skåninge Bro,0103000020E610000001000000060000003AE8120EBD0D2840164CFC51D4774B403AE8120EBD0D2840060E68E90A784B40C976BE9F1A0F2840060E68E90A784B40C976BE9F1A0F2840164CFC51D4774B40645C7171540E2840164CFC51D4774B403AE8120EBD0D2840164CFC51D4774B40
Skansen Havn,0103000020E6100000010000000600000023DBF97E6AFC27405C1C959BA8774B4023DBF97E6AFC2740B9AB5791D1774B4024D236FE44FD2740B9AB5791D1774B4024D236FE44FD27405C1C959BA8774B405B99F04BFDFC27405C1C959BA8774B4023DBF97E6AFC27405C1C959BA8774B40
Stubbekøbing Havn,0103000020E61000000100000005000000BC5B59A2B3142840AEBA0ED594724B40B6F3FDD478192840AEBA0ED594724B40B6F3FDD4781928402F50526001724B40C7F2AE7AC01428402F50526001724B40BC5B59A2B3142840AEBA0ED594724B40
Bogø Havn,0103000020E61000000100000006000000BA15C26A2C192840D5EB1681B1744B40BA15C26A2C192840A245B6F3FD744B402828452BF71A2840A245B6F3FD744B402828452BF71A2840D5EB1681B1744B40BB809719361A2840D5EB1681B1744B40BA15C26A2C192840D5EB1681B1744B40
Hårbølle Havn,0103000020E6100000010000000600000034A2B437F842284036CD3B4ED1714B4034A2B437F8422840FC1873D712724B407CD2890453452840FC1873D712724B407CD289045345284036CD3B4ED1714B40A29BFD817243284036CD3B4ED1714B4034A2B437F842284036CD3B4ED1714B40
Stege,0103000020E61000000100000006000000931804560E8D284029CFBC1C767D4B40931804560E8D284027A435069D7E4B4053AF5B04C692284027A435069D7E4B4053AF5B04C692284029CFBC1C767D4B4098BD6C3B6D8D284029CFBC1C767D4B40931804560E8D284029CFBC1C767D4B40
Kalvehave Havn,0103000020E61000000100000006000000DA0242EBE1532840D1950854FF7E4B40DA0242EBE153284041D3122BA37F4B40D7A3703D0A57284041D3122BA37F4B40D7A3703D0A572840D1950854FF7E4B4082FE428F18552840D1950854FF7E4B40DA0242EBE1532840D1950854FF7E4B40
Nyord,0103000020E61000000100000006000000A79201A08A63284046B6F3FDD4844B40A9BD88B66362284046B6F3FDD4844B40A9BD88B66362284077BE9F1A2F854B40A79201A08A63284077BE9F1A2F854B40A79201A08A632840904FC8CEDB844B40A79201A08A63284046B6F3FDD4844B40
Kindvig Havn,0103000020E6100000010000000600000055DAE21A9F412840A839799109864B4055DAE21A9F4128407DB262B83A864B40A379008BFC4228407DB262B83A864B40A379008BFC422840A839799109864B40AFE9414129422840A839799109864B4055DAE21A9F412840A839799109864B40
Sandvig Fiskerihavn,0103000020E610000001000000060000001F85EB51B83E28405000C5C892874B401F85EB51B83E2840164CFC51D4874B400000000000402840164CFC51D4874B4000000000004028405000C5C892874B4095B9F946743F28405000C5C892874B401F85EB51B83E28405000C5C892874B40
Jungshoved Kirkehavn,0103000020E610000001000000060000005D86FF74033D28401904560E2D8A4B405D86FF74033D2840D73043E3898A4B40CC988235CE3E2840D73043E3898A4B40CC988235CE3E28401904560E2D8A4B40EDB8E177D33D28401904560E2D8A4B405D86FF74033D28401904560E2D8A4B40
Stavreby Bådehavn,0103000020E610000001000000060000002A53CC41D0492840355EBA490C8A4B402A53CC41D049284011E50B5A488A4B403E3E213B6F4B284011E50B5A488A4B403E3E213B6F4B2840355EBA490C8A4B40ED9925016A4A2840355EBA490C8A4B402A53CC41D0492840355EBA490C8A4B40
Præstø Havn,0103000020E61000000100000006000000A04E79742314284040C23060C98F4B40A04E7974231428408DB5BFB33D904B40BC404981051828408DB5BFB33D904B40BC4049810518284040C23060C98F4B403F912749D714284040C23060C98F4B40A04E79742314284040C23060C98F4B40
Faxe Ladeplads Havn,0103000020E61000000100000006000000207C28D1924F2840FC1C1F2DCE9A4B40207C28D1924F284060B1868BDC9B4B40685DA3E54057284060B1868BDC9B4B40685DA3E540572840FC1C1F2DCE9A4B406BEF535568502840FC1C1F2DCE9A4B40207C28D1924F2840FC1C1F2DCE9A4B40
Køge,0103000020E6100000010000000600000096438B6CE75B2840A0A70183A4B94B4096438B6CE75B28401AA20A7F86BD4B40B4C876BE9F7A28401AA20A7F86BD4B40B4C876BE9F7A2840A0A70183A4B94B4072A609DB4F5E2840A0A70183A4B94B4096438B6CE75B2840A0A70183A4B94B40
Boegeskov Fiskerihavn,0103000020E6100000010000000600000053AF5B04C6D22840CF84268925AF4B4053AF5B04C6D2284048E17A14AEAF4B400CCB9F6F0BD6284048E17A14AEAF4B400CCB9F6F0BD62840CF84268925AF4B4080F3E2C457D32840CF84268925AF4B4053AF5B04C6D22840CF84268925AF4B40
Rødvig,0103000020E6100000010000000600000090F63FC05ABD2840EAB303AE2BA04B4090F63FC05ABD2840713D0AD7A3A04B40355EBA490CC22840713D0AD7A3A04B40355EBA490CC22840EAB303AE2BA04B40317DAF2138BE2840EAB303AE2BA04B4090F63FC05ABD2840EAB303AE2BA04B40
Klintholm,0103000020E61000000100000006000000EA5A7B9FAAEA2840CB2E185C73794B40EA5A7B9FAAEA28409FABADD85F7A4B40C7BAB88D06F028409FABADD85F7A4B40C7BAB88D06F02840CB2E185C73794B409D82FC6CE4EA2840CB2E185C73794B40EA5A7B9FAAEA2840CB2E185C73794B40
Hundige,0103000020E610000001000000060000006BF0BE2A17B228402B14E97E4ECB4B406BF0BE2A17B22840E9263108ACCC4B409FE6E44526B82840E9263108ACCC4B409FE6E44526B828402B14E97E4ECB4B409CC24A0515B528402B14E97E4ECB4B406BF0BE2A17B228402B14E97E4ECB4B40
Ishøj - Vallensbæk,0103000020E61000000100000006000000C520B07268C1284070D234289ACD4B40C520B07268C1284018778368ADCE4B403AE8120EBDCD284018778368ADCE4B403AE8120EBDCD284070D234289ACD4B40B03C484F91C3284070D234289ACD4B40C520B07268C1284070D234289ACD4B40
Brøndby Lystbådehavn,0103000020E61000000100000006000000CAFE791A30E02840AED4B32094CD4B40CAFE791A30E02840A6B915C26ACE4B4017838769DFE42840A6B915C26ACE4B4017838769DFE42840AED4B32094CD4B40AE7FD767CEE22840AED4B32094CD4B40CAFE791A30E02840AED4B32094CD4B40
Dragør Havn,0103000020E610000001000000060000009833DB15FA5829401FF818AC38CB4B409833DB15FA582940BF7D1D3867CC4B40FE99417C605F2940BF7D1D3867CC4B40FE99417C605F29401FF818AC38CB4B40427C60C77F5929401FF818AC38CB4B409833DB15FA5829401FF818AC38CB4B40
København,0103000020E61000000100000006000000AF3E1EFAEEEE2840BBD6DEA7AACA4B40AF3E1EFAEEEE2840FE47A643A7DD4B4051C1E10511512940FE47A643A7DD4B4051C1E10511512940BBD6DEA7AACA4B40118E59F624F02840BBD6DEA7AACA4B40AF3E1EFAEEEE2840BBD6DEA7AACA4B40
Skovshoved,0103000020E61000000100000005000000CF8250DEC7312940083C3080F0E14B4008008E3D7B362940083C3080F0E14B4008008E3D7B3629403FFF3D78EDE04B4033E02C25CB3129403FFF3D78EDE04B40CF8250DEC7312940083C3080F0E14B40
Barakkebroen,0103000020E6100000010000000600000007B5DFDA897A29409A266C3F19D54B4007B5DFDA897A29402FDD240681D54B4038BD8BF7E37E29402FDD240681D54B4038BD8BF7E37E29409A266C3F19D54B4006BB61DBA27C29409A266C3F19D54B4007B5DFDA897A29409A266C3F19D54B40
Vedbæk,0103000020E610000001000000060000004F1E166A4D23294000732D5A80EC4B404F1E166A4D23294085EB51B81EED4B4061191BBAD927294085EB51B81EED4B4061191BBAD927294000732D5A80EC4B40956588635D24294000732D5A80EC4B404F1E166A4D23294000732D5A80EC4B40
Taarbæk,0103000020E6100000010000000600000091B932A836302940D5EB1681B1E44B4091B932A836302940B680D07AF8E44B40A5A487A1D5312940B680D07AF8E44B40A5A487A1D5312940D5EB1681B1E44B401F2FA4C343302940D5EB1681B1E44B4091B932A836302940D5EB1681B1E44B40
Rungsted,0103000020E6100000010000000600000016A5846055152940317BD976DAF04B4016A58460551529408B6CE7FBA9F14B404069A851481A29408B6CE7FBA9F14B404069A851481A2940317BD976DAF04B4038143E5B07172940317BD976DAF04B4016A5846055152940317BD976DAF04B40
Sletten,0103000020E61000000100000005000000C520B072681129401F12BEF737FA4B4014AE47E17A1429401F12BEF737FA4B4014AE47E17A14294067F3380CE6F94B407217618A7211294067F3380CE6F94B40C520B072681129401F12BEF737FA4B40
Nivå Havn,0103000020E6100000010000000600000099654F029B0B29400E2DB29DEFF74B4099654F029B0B2940B0FF3A376DF84B40C520B07268112940B0FF3A376DF84B40C520B072681129400E2DB29DEFF74B40DFBF7971E20B29400E2DB29DEFF74B4099654F029B0B29400E2DB29DEFF74B40
Helsingør,0103000020E61000000100000016000000200C3CF71E4E29409961A3ACDFFE4B40AAD72D02634D2940BA6B09F9A0FB4B4034A2B437F8F22840BA6B09F9A0FB4B4034A2B437F8F22840081F4AB4E4074C40487023658B442940081F4AB4E4074C40541D7233DC482940AF43352559074C40C8CF46AE9B4A2940EB8D5A61FA064C4029931ADA004C29407711A62897064C403D44A33B884D294066BE839F38064C40D316D7F84C4E2940D311C0CDE2054C403B8DB454DE4E29405589B2B794054C40F0C34142944F2940CBD765F84F054C40369204E10A5029408A5759DB14054C40DB6FED4449502940143FC6DCB5044C40CC5F217365502940B3EDB43522044C40910BCEE0EF4F29407A36AB3E57034C40EFC8586DFE4F2940E44BA8E0F0024C40B20E4757E94E294011E0F42EDE014C40C1E44691B54E29407A53910A63014C40E94482A9664E2940E5B9BE0F07014C40DFC5FB71FB4D2940E811A3E716004C40200C3CF71E4E29409961A3ACDFFE4B40
Christiansø,0103000020E61000000100000006000000C4AF58C345562E4000732D5A80A84B40C4AF58C345562E40501A6A1492AA4B401283C0CAA1652E40501A6A1492AA4B401283C0CAA1652E4000732D5A80A84B40946C753925582E4000732D5A80A84B40C4AF58C345562E4000732D5A80A84B40
Svaneke Havn,0103000020E61000000100000006000000B6F3FDD478492E40F775E09C11914B40B6F3FDD478492E40D28DB0A888914B40CF108E59F64C2E40D28DB0A888914B40CF108E59F64C2E40F775E09C11914B408DB5BFB33D4A2E40F775E09C11914B40B6F3FDD478492E40F775E09C11914B40
Aarsdale Havn,0103000020E61000000100000006000000295C8FC2F5482E40FE47A643A78D4B40295C8FC2F5482E40C382FB010F8E4B40CDCCCCCCCC4C2E40C382FB010F8E4B40CDCCCCCCCC4C2E40FE47A643A78D4B4022DE3AFF76492E40FE47A643A78D4B40295C8FC2F5482E40FE47A643A78D4B40
Snogebæk,0103000020E61000000100000006000000E9263108AC3C2E403B527DE717834B40E9263108AC3C2E400FBA84436F834B40207C28D1923F2E400FBA84436F834B40207C28D1923F2E403B527DE717834B40B77D8FFAEB3D2E403B527DE717834B40E9263108AC3C2E403B527DE717834B40
Boderne Havn,0103000020E610000001000000060000001CEBE2361AD02D403562669FC7824B40E4D9E55B1FCE2D403562669FC7824B40E4D9E55B1FCE2D406D382C0DFC824B401CEBE2361AD02D406D382C0DFC824B401CEBE2361AD02D402AA73D25E7824B401CEBE2361AD02D403562669FC7824B40
Arnager,0103000020E61000000100000006000000D029C8CF468E2D40492A53CC41864B40D029C8CF468E2D40A3737E8AE3864B403ACD02ED0E912D40A3737E8AE3864B403ACD02ED0E912D40492A53CC41864B40B58CD47B2A8F2D40492A53CC41864B40D029C8CF468E2D40492A53CC41864B40
Rønne,0103000020E610000001000000060000001424B6BB07582D40ACA92C0ABB8A4B401424B6BB07582D407CEE04FBAF8D4B40F46C567DAE662D407CEE04FBAF8D4B40F46C567DAE662D40ACA92C0ABB8A4B40CD57C9C7EE5A2D40ACA92C0ABB8A4B401424B6BB07582D40ACA92C0ABB8A4B40
Nexø Havn,0103000020E6100000010000000600000034677DCA31412E40D1950854FF864B4034677DCA31412E406A2FA2ED98884B40B6F3FDD478492E406A2FA2ED98884B40B6F3FDD478492E40D1950854FF864B408E1F2A8D98412E40D1950854FF864B4034677DCA31412E40D1950854FF864B40
Listed Havn,0103000020E6100000010000000600000084B7072120372E40C3F5285C8F924B4084B7072120372E40894160E5D0924B40B3D1393FC5392E40894160E5D0924B40B3D1393FC5392E40C3F5285C8F924B401BD7BFEB33372E40C3F5285C8F924B4084B7072120372E40C3F5285C8F924B40
Nørresand Havn,0103000020E61000000100000006000000CEC3094CA7ED2D40029EB470599B4B40CEC3094CA7ED2D40BABC395CAB9B4B406F46CD57C9EF2D40BABC395CAB9B4B406F46CD57C9EF2D40029EB470599B4B409E45EF54C0ED2D40029EB470599B4B40CEC3094CA7ED2D40029EB470599B4B40
Gudhjem Havn,0103000020E61000000100000006000000C32973F38DF02D40508D976E129B4B40C32973F38DF02D40F47002D3699B4B406DE7FBA9F1F22D40F47002D3699B4B406DE7FBA9F1F22D40508D976E129B4B407B82C476F7F02D40508D976E129B4B40C32973F38DF02D40508D976E129B4B40
Melsted Havn,0103000020E61000000100000006000000BC74931804F62D40355EBA490C9A4B40BC74931804F62D40D94125AE639A4B40B727486C77F72D40D94125AE639A4B40B727486C77F72D40355EBA490C9A4B405DA45016BEF62D40355EBA490C9A4B40BC74931804F62D40355EBA490C9A4B40
Tejn,0103000020E61000000100000006000000240F441669AA2D405000C5C8929F4B40240F441669AA2D40CF6A813D26A04B405B5B785E2AAE2D40CF6A813D26A04B405B5B785E2AAE2D405000C5C8929F4B40A3CB9BC3B5AA2D405000C5C8929F4B40240F441669AA2D405000C5C8929F4B40
Allinge Havn,0103000020E6100000010000000500000058AA0B7899992D4074ECA012D7A34B40EDB776A2249C2D4074ECA012D7A34B40EDB776A2249C2D40105CE50984A34B409A99999999992D40105CE50984A34B4058AA0B7899992D4074ECA012D7A34B40
Sandvig,0103000020E61000000100000006000000E3A59BC420902D40B891B245D2A44B40E3A59BC420902D406283859334A54B40DE58501894912D406283859334A54B40DE58501894912D40B891B245D2A44B402F88484DBB902D40B891B245D2A44B40E3A59BC420902D40B891B245D2A44B40
Hammerhavnen,0103000020E61000000100000006000000ABE80FCD3C812D4089B48D3F51A34B40ABE80FCD3C812D40810871E5ECA34B40DBF97E6ABC842D40810871E5ECA34B40DBF97E6ABC842D4089B48D3F51A34B409F73B7EBA5812D4089B48D3F51A34B40ABE80FCD3C812D4089B48D3F51A34B40
Vang Pier,0103000020E61000000100000006000000A04E797423742D4097E13FDD409F4B40A04E797423742D4041D3122BA39F4B402A90D959F4762D4041D3122BA39F4B402A90D959F4762D4097E13FDD409F4B40D6ABC8E880742D4097E13FDD409F4B40A04E797423742D4097E13FDD409F4B40
Vang,0103000020E61000000100000006000000D89AADBCE4772D4048E17A14AE9F4B40D89AADBCE4772D400000000000A04B40EC8502B683792D400000000000A04B40EC8502B683792D4048E17A14AE9F4B40030AF5F411782D4048E17A14AE9F4B40D89AADBCE4772D4048E17A14AE9F4B40
Teglkås Bådehavn,0103000020E6100000010000000500000099654F029B6B2D40F853E3A59B9C4B40E6046D72F86C2D40F853E3A59B9C4B40E6046D72F86C2D404643C6A3549C4B40BBD39D279E6B2D404643C6A3549C4B4099654F029B6B2D40F853E3A59B9C4B40
Helligpeder Havn,0103000020E61000000100000006000000613255302A692D40EC2FBB270F9B4B40613255302A692D40FAEDEBC0399B4B405F07CE19516A2D40FAEDEBC0399B4B405F07CE19516A2D40EC2FBB270F9B4B40505260014C692D40EC2FBB270F9B4B40613255302A692D40EC2FBB270F9B4B40
Hasle,0103000020E61000000100000006000000DD24068195632D40736891ED7C974B40DD24068195632D409CC420B072984B40F0A7C64B37692D409CC420B072984B40F0A7C64B37692D40736891ED7C974B402FDD240681652D40736891ED7C974B40DD24068195632D40736891ED7C974B40
Gedser,0103000020E6100000010000000600000051C1E10511D127403D0AD7A370454B4051C1E10511D12740C3F5285C8F4A4B40A379008BFCE22740C3F5285C8F4A4B40A379008BFCE227403D0AD7A370454B4060C8EA56CFD127403D0AD7A370454B4051C1E10511D127403D0AD7A370454B40
Hesnæs Havn,0103000020E6100000010000000600000012143FC6DC452840A9A44E4013694B4012143FC6DC4528400516C09481694B40B1C1C2499A4728400516C09481694B40B1C1C2499A472840A9A44E4013694B4050E1085229462840A9A44E4013694B4012143FC6DC452840A9A44E4013694B40
Nykøbing Falster Havn,0103000020E610000001000000050000000F61FC34EEB52740569BFF571D634B40FF08C38025BF2740569BFF571D634B40FF08C38025BF2740691EC022BF604B40533D997FF4B52740691EC022BF604B400F61FC34EEB52740569BFF571D634B40
Guldborg Bro og Bådehavn,0103000020E610000001000000060000003D0AD7A3707D2740E6B2D1393F6F4B403D0AD7A3707D2740B91AD995966F4B40E59CD843FB802740B91AD995966F4B40E59CD843FB802740E6B2D1393F6F4B40B1DD3D40F77D2740E6B2D1393F6F4B403D0AD7A3707D2740E6B2D1393F6F4B40
Sakskøbing Havn,0103000020E610000001000000060000008B389D64AB43274035D1E7A38C664B408B389D64AB432740DFC2BAF1EE664B40147AFD497C462740DFC2BAF1EE664B40147AFD497C46274035D1E7A38C664B40CCB8A981E643274035D1E7A38C664B408B389D64AB43274035D1E7A38C664B40
Nysted Havn,0103000020E61000000100000006000000AF3E1EFAEE6E27408333F8FBC5524B40AF3E1EFAEE6E274035EB8CEF8B554B403D0AD7A3707D274035EB8CEF8B554B403D0AD7A3707D27408333F8FBC5524B401D774A07EB6F27408333F8FBC5524B40AF3E1EFAEE6E27408333F8FBC5524B40
Stubberup,0103000020E610000001000000060000001C261AA4E0612740B0726891ED544B408D976E1283602740B0726891ED544B408D976E12836027409A266C3F19554B401C261AA4E06127409A266C3F19554B401C261AA4E0612740942F682101554B401C261AA4E0612740B0726891ED544B40
Rødbyhavn,0103000020E6100000010000000600000001F73C7FDAA02640AE47E17A144E4B4001F73C7FDAA02640FE47A643A7554B4091B932A836D02640FE47A643A7554B4091B932A836D02640AE47E17A144E4B4012C0CDE2C5AA2640AE47E17A144E4B4001F73C7FDAA02640AE47E17A144E4B40
Sakskøbing Lystbådehavn,0103000020E610000001000000060000005C8FC2F5283C274048E17A14AE674B405C8FC2F5283C2740F2D24D6210684B401F85EB51B83E2740F2D24D6210684B401F85EB51B83E274048E17A14AE674B4077DB85E63A3D274048E17A14AE674B405C8FC2F5283C274048E17A14AE674B40
Oreby Bro,0103000020E610000001000000060000001D8EAED2DD2D27409A99999999694B401D8EAED2DD2D2740C382FB010F6A4B40723447567E312740C382FB010F6A4B40723447567E3127409A99999999694B404359F8FA5A2F27409A99999999694B401D8EAED2DD2D27409A99999999694B40
Askø Havn,0103000020E610000001000000060000004A7B832F4CF626405A828C800A714B404A7B832F4CF62640AF43352559714B401171732A19F82640AF43352559714B401171732A19F826405A828C800A714B40A96917D34CF726405A828C800A714B404A7B832F4CF626405A828C800A714B40
