cell_id,min_lon,max_lon,min_lat,max_lat
3_4,5.40966355996865,6.212884746624867,53.898311174991015,54.347466762486526
3_5,6.212884746624868,7.016105933281084,53.898311174991015,54.347466762486526
3_6,7.016105933281084,7.8193271199373005,53.898311174991015,54.347466762486526
3_7,7.8193271199373005,8.622548306593517,53.898311174991015,54.347466762486526
3_8,8.622548306593519,9.425769493249735,53.898311174991015,54.347466762486526
3_9,9.425769493249735,10.228990679905952,53.898311174991015,54.347466762486526
3_10,10.228990679905952,11.032211866562168,53.898311174991015,54.347466762486526
3_11,11.032211866562168,11.835433053218384,53.898311174991015,54.347466762486526
3_12,11.835433053218384,12.638654239874601,53.898311174991015,54.347466762486526
3_13,12.638654239874601,13.441875426530817,53.898311174991015,54.347466762486526
3_14,13.441875426530817,14.245096613187034,53.898311174991015,54.347466762486526
3_15,14.245096613187036,15.048317799843252,53.898311174991015,54.347466762486526
3_16,15.048317799843252,15.851538986499468,53.898311174991015,54.347466762486526
4_1,3.0,3.803221186656217,54.347466762486526,54.79662234998204
4_2,3.803221186656217,4.606442373312434,54.347466762486526,54.79662234998204
4_3,4.606442373312434,5.40966355996865,54.347466762486526,54.79662234998204
4_4,5.40966355996865,6.212884746624867,54.347466762486526,54.79662234998204
4_5,6.212884746624868,7.016105933281084,54.347466762486526,54.79662234998204
4_6,7.016105933281084,7.8193271199373005,54.347466762486526,54.79662234998204
4_7,7.8193271199373005,8.622548306593517,54.347466762486526,54.79662234998204
4_8,8.622548306593519,9.425769493249735,54.347466762486526,54.79662234998204
4_9,9.425769493249735,10.228990679905952,54.347466762486526,54.79662234998204
4_10,10.228990679905952,11.032211866562168,54.347466762486526,54.79662234998204
4_11,11.032211866562168,11.835433053218384,54.347466762486526,54.79662234998204
4_12,11.835433053218384,12.638654239874601,54.347466762486526,54.79662234998204
4_13,12.638654239874601,13.441875426530817,54.347466762486526,54.79662234998204
4_14,13.441875426530817,14.245096613187034,54.347466762486526,54.79662234998204
4_15,14.245096613187036,15.048317799843252,54.347466762486526,54.79662234998204
4_16,15.048317799843252,15.851538986499468,54.347466762486526,54.79662234998204
5_1,3.0,3.803221186656217,54.79662234998204,55.24577793747755
5_2,3.803221186656217,4.606442373312434,54.79662234998204,55.24577793747755
5_3,4.606442373312434,5.40966355996865,54.79662234998204,55.24577793747755
5_4,5.40966355996865,6.212884746624867,54.79662234998204,55.24577793747755
5_5,6.212884746624868,7.016105933281084,54.79662234998204,55.24577793747755
5_6,7.016105933281084,7.8193271199373005,54.79662234998204,55.24577793747755
5_7,7.8193271199373005,8.622548306593517,54.79662234998204,55.24577793747755
5_8,8.622548306593519,9.425769493249735,54.79662234998204,55.24577793747755
5_9,9.425769493249735,10.228990679905952,54.79662234998204,55.24577793747755
5_10,10.228990679905952,11.032211866562168,54.79662234998204,55.24577793747755
5_11,11.032211866562168,11.835433053218384,54.79662234998204,55.24577793747755
5_12,11.835433053218384,12.638654239874601,54.79662234998204,55.24577793747755
5_13,12.638654239874601,13.441875426530817,54.79662234998204,55.24577793747755
5_14,13.441875426530817,14.245096613187034,54.79662234998204,55.24577793747755
5_15,14.245096613187036,15.048317799843252,54.79662234998204,55.24577793747755
5_16,15.048317799843252,15.851538986499468,54.79662234998204,55.24577793747755
6_1,3.0,3.803221186656217,55.24577793747754,55.69493352497305
6_2,3.803221186656217,4.606442373312434,55.24577793747754,55.69493352497305
6_3,4.606442373312434,5.40966355996865,55.24577793747754,55.69493352497305
6_4,5.40966355996865,6.212884746624867,55.24577793747754,55.69493352497305
6_5,6.212884746624868,7.016105933281084,55.24577793747754,55.69493352497305
6_6,7.016105933281084,7.8193271199373005,55.24577793747754,55.69493352497305
6_7,7.8193271199373005,8.622548306593517,55.24577793747754,55.69493352497305
6_8,8.622548306593519,9.425769493249735,55.24577793747754,55.69493352497305
6_9,9.425769493249735,10.228990679905952,55.24577793747754,55.69493352497305
6_10,10.228990679905952,11.032211866562168,55.24577793747754,55.69493352497305
6_11,11.032211866562168,11.835433053218384,55.24577793747754,55.69493352497305
6_12,11.835433053218384,12.638654239874601,55.24577793747754,55.69493352497305
6_13,12.638654239874601,13.441875426530817,55.24577793747754,55.69493352497305
6_14,13.441875426530817,14.245096613187034,55.24577793747754,55.69493352497305
6_15,14.245096613187036,15.048317799843252,55.24577793747754,55.69493352497305
6_16,15.048317799843252,15.851538986499468,55.24577793747754,55.69493352497305
7_1,3.0,3.803221186656217,55.69493352497305,56.14408911246856
7_2,3.803221186656217,4.606442373312434,55.69493352497305,56.14408911246856
7_3,4.606442373312434,5.40966355996865,55.69493352497305,56.14408911246856
7_4,5.40966355996865,6.212884746624867,55.69493352497305,56.14408911246856
7_5,6.212884746624868,7.016105933281084,55.69493352497305,56.14408911246856
7_6,7.016105933281084,7.8193271199373005,55.69493352497305,56.14408911246856
7_7,7.8193271199373005,8.622548306593517,55.69493352497305,56.14408911246856
7_8,8.622548306593519,9.425769493249735,55.69493352497305,56.14408911246856
7_9,9.425769493249735,10.228990679905952,55.69493352497305,56.14408911246856
7_10,10.228990679905952,11.032211866562168,55.69493352497305,56.14408911246856
7_11,11.032211866562168,11.835433053218384,55.69493352497305,56.14408911246856
7_12,11.835433053218384,12.638654239874601,55.69493352497305,56.14408911246856
7_13,12.638654239874601,13.441875426530817,55.69493352497305,56.14408911246856
7_14,13.441875426530817,14.245096613187034,55.69493352497305,56.14408911246856
7_15,14.245096613187036,15.048317799843252,55.69493352497305,56.14408911246856
7_16,15.048317799843252,15.851538986499468,55.69493352497305,56.14408911246856
8_1,3.0,3.803221186656217,56.144089112468556,56.59324469996407
8_2,3.803221186656217,4.606442373312434,56.144089112468556,56.59324469996407
8_3,4.606442373312434,5.40966355996865,56.144089112468556,56.59324469996407
8_4,5.40966355996865,6.212884746624867,56.144089112468556,56.59324469996407
8_5,6.212884746624868,7.016105933281084,56.144089112468556,56.59324469996407
8_6,7.016105933281084,7.8193271199373005,56.144089112468556,56.59324469996407
8_7,7.8193271199373005,8.622548306593517,56.144089112468556,56.59324469996407
8_8,8.622548306593519,9.425769493249735,56.144089112468556,56.59324469996407
8_9,9.425769493249735,10.228990679905952,56.144089112468556,56.59324469996407
8_10,10.228990679905952,11.032211866562168,56.144089112468556,56.59324469996407
8_11,11.032211866562168,11.835433053218384,56.144089112468556,56.59324469996407
8_12,11.835433053218384,12.638654239874601,56.144089112468556,56.59324469996407
8_13,12.638654239874601,13.441875426530817,56.144089112468556,56.59324469996407
8_14,13.441875426530817,14.245096613187034,56.144089112468556,56.59324469996407
8_15,14.245096613187036,15.048317799843252,56.144089112468556,56.59324469996407
8_16,15.048317799843252,15.851538986499468,56.144089112468556,56.59324469996407
9_1,3.0,3.803221186656217,56.59324469996407,57.04240028745958
9_2,3.803221186656217,4.606442373312434,56.59324469996407,57.04240028745958
9_3,4.606442373312434,5.40966355996865,56.59324469996407,57.04240028745958
9_4,5.40966355996865,6.212884746624867,56.59324469996407,57.04240028745958
9_5,6.212884746624868,7.016105933281084,56.59324469996407,57.04240028745958
9_6,7.016105933281084,7.8193271199373005,56.59324469996407,57.04240028745958
9_7,7.8193271199373005,8.622548306593517,56.59324469996407,57.04240028745958
9_8,8.622548306593519,9.425769493249735,56.59324469996407,57.04240028745958
9_9,9.425769493249735,10.228990679905952,56.59324469996407,57.04240028745958
9_10,10.228990679905952,11.032211866562168,56.59324469996407,57.04240028745958
9_11,11.032211866562168,11.835433053218384,56.59324469996407,57.04240028745958
9_12,11.835433053218384,12.638654239874601,56.59324469996407,57.04240028745958
9_13,12.638654239874601,13.441875426530817,56.59324469996407,57.04240028745958
9_14,13.441875426530817,14.245096613187034,56.59324469996407,57.04240028745958
9_15,14.245096613187036,15.048317799843252,56.59324469996407,57.04240028745958
9_16,15.048317799843252,15.851538986499468,56.59324469996407,57.04240028745958
10_1,3.0,3.803221186656217,57.04240028745958,57.49155587495509
10_2,3.803221186656217,4.606442373312434,57.04240028745958,57.49155587495509
10_3,4.606442373312434,5.40966355996865,57.04240028745958,57.49155587495509
10_4,5.40966355996865,6.212884746624867,57.04240028745958,57.49155587495509
10_5,6.212884746624868,7.016105933281084,57.04240028745958,57.49155587495509
10_6,7.016105933281084,7.8193271199373005,57.04240028745958,57.49155587495509
10_7,7.8193271199373005,8.622548306593517,57.04240028745958,57.49155587495509
10_8,8.622548306593519,9.425769493249735,57.04240028745958,57.49155587495509
10_9,9.425769493249735,10.228990679905952,57.04240028745958,57.49155587495509
10_10,10.228990679905952,11.032211866562168,57.04240028745958,57.49155587495509
10_11,11.032211866562168,11.835433053218384,57.04240028745958,57.49155587495509
10_12,11.835433053218384,12.638654239874601,57.04240028745958,57.49155587495509
10_13,12.638654239874601,13.441875426530817,57.04240028745958,57.49155587495509
10_14,13.441875426530817,14.245096613187034,57.04240028745958,57.49155587495509
10_15,14.245096613187036,15.048317799843252,57.04240028745958,57.49155587495509
10_16,15.048317799843252,15.851538986499468,57.04240028745958,57.49155587495509
11_1,3.0,3.803221186656217,57.49155587495508,57.940711462450594
11_2,3.803221186656217,4.606442373312434,57.49155587495508,57.940711462450594
11_3,4.606442373312434,5.40966355996865,57.49155587495508,57.940711462450594
11_4,5.40966355996865,6.212884746624867,57.49155587495508,57.940711462450594
11_5,6.212884746624868,7.016105933281084,57.49155587495508,57.940711462450594
11_6,7.016105933281084,7.8193271199373005,57.49155587495508,57.940711462450594
11_7,7.8193271199373005,8.622548306593517,57.49155587495508,57.940711462450594
11_8,8.622548306593519,9.425769493249735,57.49155587495508,57.940711462450594
11_9,9.425769493249735,10.228990679905952,57.49155587495508,57.940711462450594
11_10,10.228990679905952,11.032211866562168,57.49155587495508,57.940711462450594
11_11,11.032211866562168,11.835433053218384,57.49155587495508,57.940711462450594
11_12,11.835433053218384,12.638654239874601,57.49155587495508,57.940711462450594
11_13,12.638654239874601,13.441875426530817,57.49155587495508,57.940711462450594
11_14,13.441875426530817,14.245096613187034,57.49155587495508,57.940711462450594
11_15,14.245096613187036,15.048317799843252,57.49155587495508,57.940711462450594
11_16,15.048317799843252,15.851538986499468,57.49155587495508,57.940711462450594
12_1,3.0,3.803221186656217,57.940711462450594,58.389867049946105
12_2,3.803221186656217,4.606442373312434,57.940711462450594,58.389867049946105
12_3,4.606442373312434,5.40966355996865,57.940711462450594,58.389867049946105
12_4,5.40966355996865,6.212884746624867,57.940711462450594,58.389867049946105
12_5,6.212884746624868,7.016105933281084,57.940711462450594,58.389867049946105
12_6,7.016105933281084,7.8193271199373005,57.940711462450594,58.389867049946105
12_7,7.8193271199373005,8.622548306593517,57.940711462450594,58.389867049946105
12_8,8.622548306593519,9.425769493249735,57.940711462450594,58.389867049946105
12_9,9.425769493249735,10.228990679905952,57.940711462450594,58.389867049946105
12_10,10.228990679905952,11.032211866562168,57.940711462450594,58.389867049946105
12_11,11.032211866562168,11.835433053218384,57.940711462450594,58.389867049946105
12_12,11.835433053218384,12.638654239874601,57.940711462450594,58.389867049946105
12_13,12.638654239874601,13.441875426530817,57.940711462450594,58.389867049946105
12_14,13.441875426530817,14.245096613187034,57.940711462450594,58.389867049946105
12_15,14.245096613187036,15.048317799843252,57.940711462450594,58.389867049946105
12_16,15.048317799843252,15.851538986499468,57.940711462450594,58.389867049946105
13_1,3.0,3.803221186656217,58.389867049946105,58.839022637441616
13_2,3.803221186656217,4.606442373312434,58.389867049946105,58.839022637441616
13_3,4.606442373312434,5.40966355996865,58.389867049946105,58.839022637441616
13_4,5.40966355996865,6.212884746624867,58.389867049946105,58.839022637441616
13_5,6.212884746624868,7.016105933281084,58.389867049946105,58.839022637441616
13_6,7.016105933281084,7.8193271199373005,58.389867049946105,58.839022637441616
13_7,7.8193271199373005,8.622548306593517,58.389867049946105,58.839022637441616
13_8,8.622548306593519,9.425769493249735,58.389867049946105,58.839022637441616
13_9,9.425769493249735,10.228990679905952,58.389867049946105,58.839022637441616
13_10,10.228990679905952,11.032211866562168,58.389867049946105,58.839022637441616
13_11,11.032211866562168,11.835433053218384,58.389867049946105,58.839022637441616
13_12,11.835433053218384,12.638654239874601,58.389867049946105,58.839022637441616
13_13,12.638654239874601,13.441875426530817,58.389867049946105,58.839022637441616
13_14,13.441875426530817,14.245096613187034,58.389867049946105,58.839022637441616
13_15,14.245096613187036,15.048317799843252,58.389867049946105,58.839022637441616
13_16,15.048317799843252,15.851538986499468,58.389867049946105,58.839022637441616
