,Anti-pollution,Cargo,Diving,Dredging,Fishing,Law enforcement,Passenger,Pilot,Pleasure,Port tender,Tanker,Towing,Towing long/wide,Tug,Total
0,750,188675,1029,21389,50920,5859,386339,39685,1418,7244,80645,3635,656,27562,815806
