1,57.593143,9.96262,1733097600000000000
2,57.593142,9.962615,1733097611000000000
3,57.593142,9.962615,1733097611000000000
4,57.593142,9.962615,1733097611000000000
5,57.59314,9.962615,1733097620000000000
6,57.59314,9.962615,1733097620000000000
7,57.59314,9.962615,1733097621000000000
8,57.593138,9.962615,1733097629000000000
9,57.593138,9.962615,1733097629000000000
10,57.593138,9.962615,1733097630000000000
11,57.593145,9.96263,1733097640000000000
12,57.593145,9.96263,1733097640000000000
13,57.593145,9.96263,1733097641000000000
14,57.593155,9.962625,1733097731000000000
15,57.593155,9.962625,1733097731000000000
16,57.593155,9.962625,1733097731000000000
17,57.593157,9.962615,1733097739000000000
18,57.593157,9.962615,1733097739000000000
19,57.593157,9.962615,1733097739000000000
20,57.593153,9.962628,1733097749000000000
21,57.593153,9.962628,1733097749000000000
22,57.593153,9.962628,1733097750000000000
23,57.593153,9.962627,1733097760000000000
24,57.593153,9.962627,1733097760000000000
25,57.593153,9.962627,1733097761000000000
26,57.593157,9.962628,1733097771000000000
27,57.593153,9.962623,1733097779000000000
28,57.593153,9.962623,1733097779000000000
29,57.593157,9.962615,1733097791000000000
30,57.593157,9.962615,1733097791000000000
31,57.593157,9.962615,1733097791000000000
32,57.59316,9.962628,1733097851000000000
33,57.59316,9.962628,1733097851000000000
34,57.59316,9.962628,1733097851000000000
35,57.59316,9.962625,1733097859000000000
36,57.59316,9.962625,1733097859000000000
37,57.59316,9.962625,1733097859000000000
38,57.593155,9.96263,1733097870000000000
39,57.593155,9.96263,1733097870000000000
40,57.593155,9.96263,1733097870000000000
41,57.593152,9.962637,1733097880000000000
42,57.593152,9.962637,1733097880000000000
43,57.593152,9.962637,1733097881000000000
44,57.593153,9.962628,1733097890000000000
45,57.593153,9.962628,1733097890000000000
46,57.593153,9.962628,1733097890000000000
47,57.593148,9.962618,1733098280000000000
48,57.593148,9.962618,1733098280000000000
49,57.593148,9.962618,1733098281000000000
50,57.593158,9.962623,1733099619000000000
51,57.593158,9.962623,1733099619000000000
52,57.593158,9.962623,1733099619000000000
53,57.59316,9.962628,1733099630000000000
54,57.59316,9.962628,1733099630000000000
55,57.593147,9.96261,1733101861000000000
56,57.593147,9.96261,1733101861000000000
57,57.593145,9.962615,1733104030000000000
58,57.593145,9.962615,1733104030000000000
59,57.593145,9.962615,1733104030000000000
60,57.593143,9.962642,1733104800000000000
61,57.593143,9.962642,1733104800000000000
62,57.593143,9.962642,1733104800000000000
63,57.59315,9.962625,1733107631000000000
64,57.59315,9.962625,1733107631000000000
65,57.59315,9.962625,1733107631000000000
66,57.593137,9.962615,1733107871000000000
67,57.593137,9.962615,1733107871000000000
68,57.593137,9.962615,1733107871000000000
69,57.59314,9.962625,1733107880000000000
70,57.59314,9.962625,1733107880000000000
71,57.593145,9.96263,1733107911000000000
72,57.593145,9.96263,1733107911000000000
73,57.593145,9.96263,1733107911000000000
74,57.593138,9.962625,1733107921000000000
75,57.593138,9.962625,1733107921000000000
76,57.593138,9.962625,1733107921000000000
77,57.593137,9.962633,1733109261000000000
78,57.593137,9.962633,1733109261000000000
79,57.593158,9.962638,1733110041000000000
80,57.593158,9.962638,1733110041000000000
81,57.593158,9.962638,1733110041000000000
82,57.59313,9.962627,1733110210000000000
83,57.59313,9.962627,1733110210000000000
84,57.59313,9.962627,1733110211000000000
85,57.59313,9.96263,1733110221000000000
86,57.59313,9.96263,1733110221000000000
87,57.59313,9.96263,1733110221000000000
88,57.593133,9.962627,1733110231000000000
89,57.593133,9.962627,1733110231000000000
90,57.593133,9.962627,1733110231000000000
91,57.593137,9.96263,1733110241000000000
92,57.593137,9.96263,1733110241000000000
93,57.593137,9.96263,1733110241000000000
94,57.593147,9.96263,1733110251000000000
95,57.593147,9.96263,1733110251000000000
96,57.593147,9.96263,1733110251000000000
97,57.593152,9.96263,1733110649000000000
98,57.593152,9.96263,1733110649000000000
99,57.593152,9.96263,1733110650000000000
100,57.593153,9.962635,1733110660000000000
101,57.593153,9.962635,1733110660000000000
102,57.593153,9.962635,1733110661000000000
103,57.593157,9.962615,1733110800000000000
104,57.593155,9.962608,1733110809000000000
105,57.593155,9.962608,1733110809000000000
106,57.593142,9.962622,1733110989000000000
107,57.593142,9.962622,1733110990000000000
108,57.593142,9.962627,1733111000000000000
109,57.593142,9.962627,1733111000000000000
110,57.593143,9.962635,1733111681000000000
111,57.593143,9.962635,1733111681000000000
112,57.593137,9.962608,1733112030000000000
113,57.593137,9.962608,1733112030000000000
114,57.593137,9.962608,1733112030000000000
115,57.593132,9.962622,1733112041000000000
116,57.593132,9.962622,1733112041000000000
117,57.593132,9.962622,1733112041000000000
118,57.593142,9.96262,1733112130000000000
119,57.593142,9.96262,1733112130000000000
120,57.593142,9.96262,1733112130000000000
121,57.593157,9.962613,1733112810000000000
122,57.593157,9.962613,1733112810000000000
123,57.593157,9.962613,1733112810000000000
124,57.593157,9.962613,1733112820000000000
125,57.593157,9.962613,1733112820000000000
126,57.593157,9.962613,1733112820000000000
127,57.593153,9.962642,1733113270000000000
128,57.593153,9.962642,1733113270000000000
129,57.593153,9.962642,1733113270000000000
130,57.593148,9.96263,1733113970000000000
131,57.593148,9.96263,1733113970000000000
132,57.593148,9.96263,1733113970000000000
133,57.593145,9.962627,1733113980000000000
134,57.593145,9.962627,1733113980000000000
135,57.593145,9.962627,1733113980000000000
136,57.593142,9.962643,1733113990000000000
137,57.593142,9.962643,1733113990000000000
138,57.593142,9.962643,1733113991000000000
139,57.59314,9.96264,1733114000000000000
140,57.59314,9.96264,1733114000000000000
141,57.593145,9.962615,1733114250000000000
142,57.593145,9.962615,1733114250000000000
143,57.593145,9.962615,1733114250000000000
144,57.593165,9.962638,1733115411000000000
145,57.593165,9.962638,1733115411000000000
146,57.593158,9.962625,1733115420000000000
147,57.593158,9.962625,1733115420000000000
148,57.593158,9.962625,1733115421000000000
149,57.593158,9.962625,1733115431000000000
150,57.593158,9.962625,1733115431000000000
151,57.593158,9.962625,1733115431000000000
152,57.593152,9.962612,1733115439000000000
153,57.593152,9.962612,1733115440000000000
154,57.593148,9.962615,1733115451000000000
155,57.593148,9.962615,1733115451000000000
156,57.593148,9.962615,1733115451000000000
157,57.593142,9.962608,1733115471000000000
158,57.593142,9.962608,1733115471000000000
159,57.59314,9.962615,1733115480000000000
160,57.59314,9.962615,1733115480000000000
161,57.59314,9.962615,1733115480000000000
162,57.593147,9.96263,1733115491000000000
163,57.593147,9.96263,1733115491000000000
164,57.593147,9.96263,1733115491000000000
165,57.593145,9.962635,1733115511000000000
166,57.593145,9.962635,1733115511000000000
167,57.593145,9.962635,1733115511000000000
168,57.59315,9.96263,1733115520000000000
169,57.59315,9.96263,1733115520000000000
170,57.59315,9.96263,1733115520000000000
171,57.593155,9.962635,1733115531000000000
172,57.593155,9.962635,1733115531000000000
173,57.59315,9.96264,1733115540000000000
174,57.59315,9.96264,1733115540000000000
175,57.59315,9.96264,1733115540000000000
176,57.593153,9.962638,1733115551000000000
177,57.593153,9.962638,1733115551000000000
178,57.593153,9.962638,1733115551000000000
179,57.593152,9.962633,1733115561000000000
180,57.593152,9.962633,1733115561000000000
181,57.593152,9.962633,1733115561000000000
182,57.593152,9.96263,1733115571000000000
183,57.593152,9.96263,1733115571000000000
184,57.593152,9.96263,1733115571000000000
185,57.593152,9.96263,1733115573000000000
186,57.593152,9.96263,1733115573000000000
187,57.593152,9.96263,1733115573000000000
